Time,Person In,Person Out
2022-09-02 08:28:57,,1
2022-09-02 08:29:13,,1
2022-09-02 08:31:14,1,
2022-09-02 08:31:15,1,
2022-09-02 08:32:27,1,
2022-09-02 08:37:12,1,
2022-09-02 08:37:52,,1
2022-09-02 08:40:40,1,
2022-09-02 08:41:50,,1
2022-09-02 08:41:53,,1
2022-09-02 08:42:25,,1
2022-09-02 08:42:25,1,
2022-09-02 08:42:26,1,
2022-09-02 08:42:46,,1
2022-09-02 08:43:09,1,
2022-09-02 08:43:18,1,
2022-09-02 08:43:40,1,
2022-09-02 08:45:30,1,
2022-09-02 08:45:42,,1
2022-09-02 08:46:35,,1
2022-09-02 08:48:24,1,
2022-09-02 08:50:33,,1
2022-09-02 08:50:52,1,
2022-09-02 08:51:20,1,
2022-09-02 08:52:00,1,
2022-09-02 08:52:29,,1
2022-09-02 08:53:00,,1
2022-09-02 08:54:09,,1
2022-09-02 08:55:04,,1
2022-09-02 08:55:54,1,
2022-09-02 08:56:05,,1
2022-09-02 08:58:25,1,
2022-09-02 08:58:26,1,
2022-09-02 08:58:49,1,
2022-09-02 08:59:22,1,
2022-09-02 09:00:33,1,
2022-09-02 09:01:46,,1
2022-09-02 09:02:23,1,
2022-09-02 09:03:41,1,
2022-09-02 09:03:41,1,
2022-09-02 09:06:50,1,
2022-09-02 09:07:17,1,
2022-09-02 09:07:47,,1
2022-09-02 09:09:19,1,
2022-09-02 09:09:21,1,
2022-09-02 09:09:21,1,
2022-09-02 09:09:23,1,
2022-09-02 09:10:51,,1
2022-09-02 09:12:18,,1
2022-09-02 09:12:54,1,
2022-09-02 09:13:47,,1
2022-09-02 09:14:41,,1
2022-09-02 09:14:47,,1
2022-09-02 09:15:00,1,
2022-09-02 09:15:30,1,
2022-09-02 09:17:06,1,
2022-09-02 09:17:50,,1
2022-09-02 09:17:53,,1
2022-09-02 09:18:24,,1
2022-09-02 09:18:47,1,
2022-09-02 09:20:07,1,
2022-09-02 09:20:15,1,
2022-09-02 09:20:50,1,
2022-09-02 09:20:52,1,
2022-09-02 09:22:07,,1
2022-09-02 09:22:08,,1
2022-09-02 09:22:20,1,
2022-09-02 09:22:36,1,
2022-09-02 09:22:40,1,
2022-09-02 09:22:45,,1
2022-09-02 09:22:58,1,
2022-09-02 09:24:14,1,
2022-09-02 09:25:22,1,
2022-09-02 09:25:49,1,
2022-09-02 09:28:29,1,
2022-09-02 09:29:47,1,
2022-09-02 09:31:33,1,
2022-09-02 09:32:01,,1
2022-09-02 09:32:02,,1
2022-09-02 09:33:13,1,
2022-09-02 09:36:06,,1
2022-09-02 09:36:43,,1
2022-09-02 09:37:39,,1
2022-09-02 09:37:42,1,
2022-09-02 09:37:43,1,
2022-09-02 09:37:45,1,
2022-09-02 09:38:20,1,
2022-09-02 09:39:13,1,
2022-09-02 09:39:53,,1
2022-09-02 09:40:11,,1
2022-09-02 09:42:06,,1
2022-09-02 09:44:13,,1
2022-09-02 09:46:16,,1
2022-09-02 09:46:34,,1
2022-09-02 09:46:34,,1
2022-09-02 09:46:34,,1
2022-09-02 09:48:05,1,
2022-09-02 09:49:02,1,
2022-09-02 09:49:08,1,
2022-09-02 09:49:52,,1
2022-09-02 09:50:26,,1
2022-09-02 09:52:24,1,
2022-09-02 09:54:29,1,
2022-09-02 09:55:13,1,
2022-09-02 09:55:24,,1
2022-09-02 09:56:37,,1
2022-09-02 09:56:37,,1
2022-09-02 09:58:35,,1
2022-09-02 09:59:00,1,
2022-09-02 10:00:16,,1
2022-09-02 10:02:14,1,
2022-09-02 10:05:23,,1
2022-09-02 10:05:24,,1
2022-09-02 10:05:26,,1
2022-09-02 10:05:27,,1
2022-09-02 10:06:39,,1
2022-09-02 10:07:07,1,
2022-09-02 10:07:28,,1
2022-09-02 10:07:35,,1
2022-09-02 10:09:44,1,
2022-09-02 10:12:37,1,
2022-09-02 10:12:37,1,
2022-09-02 10:12:53,,1
2022-09-02 10:13:17,,1
2022-09-02 10:16:18,,1
2022-09-02 10:16:28,1,
2022-09-02 10:16:56,,1
2022-09-02 10:17:19,,1
2022-09-02 10:19:23,1,
2022-09-02 10:20:27,,1
2022-09-02 10:25:21,1,
2022-09-02 10:25:37,,1
2022-09-02 10:25:37,,1
2022-09-02 10:25:40,1,
2022-09-02 10:26:55,1,
2022-09-02 10:27:11,,1
2022-09-02 10:27:12,1,
2022-09-02 10:27:17,1,
2022-09-02 10:27:35,1,
2022-09-02 10:27:36,1,
2022-09-02 10:27:37,1,
2022-09-02 10:28:36,,1
2022-09-02 10:28:48,1,
2022-09-02 10:28:57,1,
2022-09-02 10:28:58,1,
2022-09-02 10:29:00,1,
2022-09-02 10:29:01,1,
2022-09-02 10:29:02,1,
2022-09-02 10:29:02,1,
2022-09-02 10:29:29,1,
2022-09-02 10:30:02,1,
2022-09-02 10:31:36,1,
2022-09-02 10:31:42,1,
2022-09-02 10:31:42,1,
2022-09-02 10:32:39,,1
2022-09-02 10:32:58,,1
2022-09-02 10:32:59,,1
2022-09-02 10:33:06,1,
2022-09-02 10:33:23,,1
2022-09-02 10:33:54,1,
2022-09-02 10:34:09,1,
2022-09-02 10:34:11,1,
2022-09-02 10:35:01,1,
2022-09-02 10:35:26,1,
2022-09-02 10:35:31,,1
2022-09-02 10:35:52,1,
2022-09-02 10:37:19,1,
2022-09-02 10:37:26,1,
2022-09-02 10:39:58,1,
2022-09-02 10:41:17,1,
2022-09-02 10:41:55,,1
2022-09-02 10:42:57,1,
2022-09-02 10:43:12,,1
2022-09-02 10:44:12,,1
2022-09-02 10:45:09,1,
2022-09-02 10:45:55,1,
2022-09-02 10:46:09,1,
2022-09-02 10:46:28,1,
2022-09-02 10:46:28,1,
2022-09-02 10:47:11,1,
2022-09-02 10:47:36,,1
2022-09-02 10:47:48,1,
2022-09-02 10:47:51,1,
2022-09-02 10:48:07,,1
2022-09-02 10:48:40,1,
2022-09-02 10:49:25,,1
2022-09-02 10:50:31,1,
2022-09-02 10:50:32,1,
2022-09-02 10:51:16,,1
2022-09-02 10:51:17,,1
2022-09-02 10:52:03,1,
2022-09-02 10:52:06,1,
2022-09-02 10:52:27,1,
2022-09-02 10:52:27,1,
2022-09-02 10:52:37,1,
2022-09-02 10:52:56,1,
2022-09-02 10:52:56,1,
2022-09-02 10:53:29,1,
2022-09-02 10:53:29,1,
2022-09-02 10:53:39,1,
2022-09-02 10:54:19,1,
2022-09-02 10:55:17,1,
2022-09-02 10:57:13,1,
2022-09-02 10:57:14,1,
2022-09-02 10:57:15,1,
2022-09-02 10:57:16,1,
2022-09-02 10:57:16,,1
2022-09-02 10:57:25,,1
2022-09-02 10:58:25,1,
2022-09-02 10:58:25,1,
2022-09-02 10:58:26,1,
2022-09-02 10:58:28,1,
2022-09-02 10:58:28,1,
2022-09-02 10:58:30,1,
2022-09-02 10:58:33,1,
2022-09-02 10:58:54,,1
2022-09-02 10:59:07,1,
2022-09-02 10:59:16,1,
2022-09-02 10:59:39,,1
2022-09-02 10:59:55,1,
2022-09-02 11:00:10,,1
2022-09-02 11:00:11,,1
2022-09-02 11:00:21,1,
2022-09-02 11:00:21,1,
2022-09-02 11:00:45,,1
2022-09-02 11:01:15,1,
2022-09-02 11:01:26,1,
2022-09-02 11:01:52,1,
2022-09-02 11:02:16,1,
2022-09-02 11:03:21,1,
2022-09-02 11:03:51,,1
2022-09-02 11:03:56,1,
2022-09-02 11:04:03,1,
2022-09-02 11:04:03,1,
2022-09-02 11:04:23,1,
2022-09-02 11:04:24,1,
2022-09-02 11:04:50,1,
2022-09-02 11:05:33,1,
2022-09-02 11:06:01,,1
2022-09-02 11:06:09,,1
2022-09-02 11:06:16,1,
2022-09-02 11:06:17,1,
2022-09-02 11:06:21,1,
2022-09-02 11:06:23,,1
2022-09-02 11:06:23,1,
2022-09-02 11:06:35,1,
2022-09-02 11:06:48,1,
2022-09-02 11:06:52,1,
2022-09-02 11:07:51,1,
2022-09-02 11:08:24,1,
2022-09-02 11:08:37,1,
2022-09-02 11:08:38,,1
2022-09-02 11:08:47,,1
2022-09-02 11:09:08,,1
2022-09-02 11:09:09,1,
2022-09-02 11:09:11,1,
2022-09-02 11:09:14,1,
2022-09-02 11:09:22,1,
2022-09-02 11:09:37,1,
2022-09-02 11:09:37,1,
2022-09-02 11:10:08,,1
2022-09-02 11:10:21,1,
2022-09-02 11:10:24,,1
2022-09-02 11:10:33,,1
2022-09-02 11:10:45,,1
2022-09-02 11:10:47,,1
2022-09-02 11:10:48,1,
2022-09-02 11:11:13,1,
2022-09-02 11:11:14,1,
2022-09-02 11:11:15,1,
2022-09-02 11:11:15,1,
2022-09-02 11:11:17,1,
2022-09-02 11:11:18,1,
2022-09-02 11:11:40,1,
2022-09-02 11:12:02,1,
2022-09-02 11:12:03,,1
2022-09-02 11:12:04,1,
2022-09-02 11:12:05,1,
2022-09-02 11:12:10,1,
2022-09-02 11:12:11,1,
2022-09-02 11:12:55,,1
2022-09-02 11:12:57,,1
2022-09-02 11:12:58,1,
2022-09-02 11:12:58,1,
2022-09-02 11:12:59,1,
2022-09-02 11:12:59,1,
2022-09-02 11:13:00,1,
2022-09-02 11:13:00,1,
2022-09-02 11:13:00,1,
2022-09-02 11:13:41,,1
2022-09-02 11:13:48,1,
2022-09-02 11:13:52,,1
2022-09-02 11:13:53,,1
2022-09-02 11:13:53,1,
2022-09-02 11:14:16,,1
2022-09-02 11:14:25,1,
2022-09-02 11:14:59,1,
2022-09-02 11:15:05,,1
2022-09-02 11:15:10,1,
2022-09-02 11:15:10,1,
2022-09-02 11:15:29,1,
2022-09-02 11:15:41,,1
2022-09-02 11:16:16,1,
2022-09-02 11:16:23,,1
2022-09-02 11:17:01,1,
2022-09-02 11:17:01,1,
2022-09-02 11:17:19,1,
2022-09-02 11:17:20,1,
2022-09-02 11:17:22,,1
2022-09-02 11:17:29,1,
2022-09-02 11:17:44,1,
2022-09-02 11:17:46,1,
2022-09-02 11:18:50,1,
2022-09-02 11:19:14,,1
2022-09-02 11:19:23,1,
2022-09-02 11:19:33,,1
2022-09-02 11:19:33,,1
2022-09-02 11:19:34,,1
2022-09-02 11:19:35,,1
2022-09-02 11:19:36,,1
2022-09-02 11:19:56,,1
2022-09-02 11:20:02,,1
2022-09-02 11:20:03,,1
2022-09-02 11:20:07,1,
2022-09-02 11:20:07,1,
2022-09-02 11:20:08,1,
2022-09-02 11:20:17,1,
2022-09-02 11:20:27,1,
2022-09-02 11:20:30,,1
2022-09-02 11:20:31,,1
2022-09-02 11:20:32,1,
2022-09-02 11:20:43,1,
2022-09-02 11:20:43,1,
2022-09-02 11:20:47,,1
2022-09-02 11:20:49,1,
2022-09-02 11:20:49,1,
2022-09-02 11:20:50,1,
2022-09-02 11:20:54,,1
2022-09-02 11:21:04,,1
2022-09-02 11:21:34,1,
2022-09-02 11:21:44,,1
2022-09-02 11:21:53,1,
2022-09-02 11:22:08,1,
2022-09-02 11:23:20,1,
2022-09-02 11:23:25,,1
2022-09-02 11:23:30,1,
2022-09-02 11:23:32,,1
2022-09-02 11:23:41,,1
2022-09-02 11:23:45,,1
2022-09-02 11:23:48,,1
2022-09-02 11:23:57,1,
2022-09-02 11:23:58,1,
2022-09-02 11:24:03,1,
2022-09-02 11:24:13,1,
2022-09-02 11:24:17,1,
2022-09-02 11:24:26,,1
2022-09-02 11:24:38,1,
2022-09-02 11:24:38,1,
2022-09-02 11:24:39,1,
2022-09-02 11:24:41,1,
2022-09-02 11:24:53,1,
2022-09-02 11:24:54,1,
2022-09-02 11:24:55,1,
2022-09-02 11:24:56,,1
2022-09-02 11:24:57,1,
2022-09-02 11:24:58,1,
2022-09-02 11:24:59,,1
2022-09-02 11:25:00,,1
2022-09-02 11:25:09,1,
2022-09-02 11:25:16,1,
2022-09-02 11:25:36,1,
2022-09-02 11:25:38,,1
2022-09-02 11:25:40,1,
2022-09-02 11:25:43,1,
2022-09-02 11:26:00,1,
2022-09-02 11:26:06,1,
2022-09-02 11:26:07,1,
2022-09-02 11:26:07,1,
2022-09-02 11:26:11,1,
2022-09-02 11:26:16,,1
2022-09-02 11:26:19,,1
2022-09-02 11:26:25,1,
2022-09-02 11:26:26,,1
2022-09-02 11:26:26,,1
2022-09-02 11:26:26,,1
2022-09-02 11:26:29,1,
2022-09-02 11:26:31,1,
2022-09-02 11:26:31,,1
2022-09-02 11:26:32,1,
2022-09-02 11:26:32,1,
2022-09-02 11:26:34,1,
2022-09-02 11:26:36,1,
2022-09-02 11:26:53,,1
2022-09-02 11:26:54,,1
2022-09-02 11:26:56,1,
2022-09-02 11:27:02,1,
2022-09-02 11:27:03,,1
2022-09-02 11:27:20,1,
2022-09-02 11:27:22,1,
2022-09-02 11:27:24,1,
2022-09-02 11:27:24,,1
2022-09-02 11:27:52,,1
2022-09-02 11:27:53,1,
2022-09-02 11:27:53,,1
2022-09-02 11:27:56,,1
2022-09-02 11:27:58,,1
2022-09-02 11:28:09,1,
2022-09-02 11:28:11,1,
2022-09-02 11:28:22,1,
2022-09-02 11:28:31,1,
2022-09-02 11:28:32,1,
2022-09-02 11:28:40,,1
2022-09-02 11:28:41,,1
2022-09-02 11:28:44,1,
2022-09-02 11:28:44,1,
2022-09-02 11:28:45,1,
2022-09-02 11:28:46,1,
2022-09-02 11:28:48,1,
2022-09-02 11:28:50,,1
2022-09-02 11:28:51,1,
2022-09-02 11:28:58,,1
2022-09-02 11:29:06,1,
2022-09-02 11:29:14,1,
2022-09-02 11:29:15,1,
2022-09-02 11:29:18,,1
2022-09-02 11:29:19,,1
2022-09-02 11:29:21,,1
2022-09-02 11:29:26,1,
2022-09-02 11:29:42,1,
2022-09-02 11:29:45,1,
2022-09-02 11:29:51,1,
2022-09-02 11:29:57,,1
2022-09-02 11:29:57,,1
2022-09-02 11:29:59,1,
2022-09-02 11:30:18,1,
2022-09-02 11:30:19,1,
2022-09-02 11:30:20,1,
2022-09-02 11:30:21,1,
2022-09-02 11:30:21,1,
2022-09-02 11:30:22,1,
2022-09-02 11:30:24,1,
2022-09-02 11:30:27,1,
2022-09-02 11:30:27,1,
2022-09-02 11:30:32,,1
2022-09-02 11:30:38,,1
2022-09-02 11:30:38,,1
2022-09-02 11:30:40,,1
2022-09-02 11:30:41,1,
2022-09-02 11:30:42,1,
2022-09-02 11:30:44,,1
2022-09-02 11:30:57,,1
2022-09-02 11:31:11,,1
2022-09-02 11:31:20,1,
2022-09-02 11:31:20,1,
2022-09-02 11:31:23,,1
2022-09-02 11:31:27,1,
2022-09-02 11:31:27,1,
2022-09-02 11:31:35,,1
2022-09-02 11:31:37,,1
2022-09-02 11:31:40,1,
2022-09-02 11:31:45,1,
2022-09-02 11:31:55,1,
2022-09-02 11:32:24,1,
2022-09-02 11:32:25,1,
2022-09-02 11:32:25,1,
2022-09-02 11:32:33,1,
2022-09-02 11:32:38,1,
2022-09-02 11:32:38,1,
2022-09-02 11:32:42,1,
2022-09-02 11:32:43,1,
2022-09-02 11:32:44,1,
2022-09-02 11:32:47,1,
2022-09-02 11:32:50,1,
2022-09-02 11:33:30,,1
2022-09-02 11:33:33,,1
2022-09-02 11:33:34,,1
2022-09-02 11:33:37,,1
2022-09-02 11:33:37,,1
2022-09-02 11:33:39,,1
2022-09-02 11:34:00,1,
2022-09-02 11:34:03,1,
2022-09-02 11:34:07,1,
2022-09-02 11:34:08,1,
2022-09-02 11:34:16,,1
2022-09-02 11:34:17,1,
2022-09-02 11:34:18,,1
2022-09-02 11:34:19,,1
2022-09-02 11:34:23,,1
2022-09-02 11:34:23,,1
2022-09-02 11:34:40,1,
2022-09-02 11:34:41,1,
2022-09-02 11:34:44,1,
2022-09-02 11:34:54,1,
2022-09-02 11:35:02,,1
2022-09-02 11:35:02,,1
2022-09-02 11:35:04,,1
2022-09-02 11:35:07,,1
2022-09-02 11:35:08,,1
2022-09-02 11:35:09,1,
2022-09-02 11:35:12,,1
2022-09-02 11:35:16,1,
2022-09-02 11:35:20,1,
2022-09-02 11:35:32,1,
2022-09-02 11:35:46,1,
2022-09-02 11:35:57,1,
2022-09-02 11:36:00,1,
2022-09-02 11:36:01,,1
2022-09-02 11:36:02,1,
2022-09-02 11:36:05,1,
2022-09-02 11:36:06,1,
2022-09-02 11:36:06,1,
2022-09-02 11:36:06,1,
2022-09-02 11:36:07,1,
2022-09-02 11:36:11,1,
2022-09-02 11:36:12,1,
2022-09-02 11:36:15,1,
2022-09-02 11:36:26,1,
2022-09-02 11:36:27,1,
2022-09-02 11:36:30,,1
2022-09-02 11:36:32,,1
2022-09-02 11:36:34,1,
2022-09-02 11:36:44,1,
2022-09-02 11:37:07,,1
2022-09-02 11:37:09,,1
2022-09-02 11:37:24,1,
2022-09-02 11:37:29,1,
2022-09-02 11:37:29,,1
2022-09-02 11:37:30,,1
2022-09-02 11:37:31,1,
2022-09-02 11:37:41,1,
2022-09-02 11:37:41,1,
2022-09-02 11:37:43,1,
2022-09-02 11:37:43,,1
2022-09-02 11:37:47,1,
2022-09-02 11:37:47,,1
2022-09-02 11:37:48,1,
2022-09-02 11:37:51,1,
2022-09-02 11:37:53,,1
2022-09-02 11:38:04,1,
2022-09-02 11:38:06,1,
2022-09-02 11:38:07,,1
2022-09-02 11:38:07,1,
2022-09-02 11:38:10,1,
2022-09-02 11:38:10,,1
2022-09-02 11:38:15,1,
2022-09-02 11:38:30,1,
2022-09-02 11:38:44,1,
2022-09-02 11:38:45,,1
2022-09-02 11:38:45,,1
2022-09-02 11:38:46,1,
2022-09-02 11:38:51,,1
2022-09-02 11:38:54,,1
2022-09-02 11:38:59,,1
2022-09-02 11:39:01,1,
2022-09-02 11:39:14,1,
2022-09-02 11:39:16,1,
2022-09-02 11:39:16,1,
2022-09-02 11:39:19,1,
2022-09-02 11:39:22,1,
2022-09-02 11:39:23,1,
2022-09-02 11:39:25,1,
2022-09-02 11:39:26,1,
2022-09-02 11:39:27,1,
2022-09-02 11:39:46,,1
2022-09-02 11:39:47,,1
2022-09-02 11:39:51,1,
2022-09-02 11:39:52,1,
2022-09-02 11:39:53,,1
2022-09-02 11:40:15,,1
2022-09-02 11:40:16,1,
2022-09-02 11:40:17,1,
2022-09-02 11:40:17,,1
2022-09-02 11:40:18,,1
2022-09-02 11:40:18,1,
2022-09-02 11:40:26,1,
2022-09-02 11:40:27,1,
2022-09-02 11:40:27,,1
2022-09-02 11:40:29,,1
2022-09-02 11:40:29,,1
2022-09-02 11:40:30,,1
2022-09-02 11:40:34,1,
2022-09-02 11:40:37,1,
2022-09-02 11:40:40,,1
2022-09-02 11:40:43,,1
2022-09-02 11:40:47,,1
2022-09-02 11:40:48,1,
2022-09-02 11:40:51,1,
2022-09-02 11:40:52,1,
2022-09-02 11:41:08,,1
2022-09-02 11:41:11,1,
2022-09-02 11:41:15,,1
2022-09-02 11:41:15,,1
2022-09-02 11:41:22,1,
2022-09-02 11:41:23,1,
2022-09-02 11:41:24,1,
2022-09-02 11:41:56,,1
2022-09-02 11:42:03,,1
2022-09-02 11:42:06,,1
2022-09-02 11:42:16,1,
2022-09-02 11:42:19,1,
2022-09-02 11:42:26,1,
2022-09-02 11:42:29,,1
2022-09-02 11:42:32,,1
2022-09-02 11:42:38,,1
2022-09-02 11:42:39,1,
2022-09-02 11:42:41,,1
2022-09-02 11:42:41,1,
2022-09-02 11:42:44,,1
2022-09-02 11:42:46,,1
2022-09-02 11:42:57,,1
2022-09-02 11:42:58,1,
2022-09-02 11:43:03,1,
2022-09-02 11:43:05,1,
2022-09-02 11:43:14,,1
2022-09-02 11:43:42,1,
2022-09-02 11:43:52,,1
2022-09-02 11:43:53,,1
2022-09-02 11:43:54,,1
2022-09-02 11:43:56,,1
2022-09-02 11:44:05,,1
2022-09-02 11:44:16,1,
2022-09-02 11:44:28,,1
2022-09-02 11:44:37,1,
2022-09-02 11:44:42,1,
2022-09-02 11:44:43,,1
2022-09-02 11:44:53,1,
2022-09-02 11:45:27,1,
2022-09-02 11:45:31,1,
2022-09-02 11:45:33,1,
2022-09-02 11:45:44,,1
2022-09-02 11:45:45,,1
2022-09-02 11:45:48,1,
2022-09-02 11:46:08,,1
2022-09-02 11:46:19,,1
2022-09-02 11:46:19,,1
2022-09-02 11:46:26,,1
2022-09-02 11:46:26,1,
2022-09-02 11:46:29,,1
2022-09-02 11:46:38,1,
2022-09-02 11:46:39,1,
2022-09-02 11:46:40,,1
2022-09-02 11:46:41,,1
2022-09-02 11:46:42,1,
2022-09-02 11:46:43,1,
2022-09-02 11:46:48,1,
2022-09-02 11:46:51,,1
2022-09-02 11:46:51,1,
2022-09-02 11:46:52,,1
2022-09-02 11:47:05,,1
2022-09-02 11:47:06,,1
2022-09-02 11:47:10,,1
2022-09-02 11:47:10,,1
2022-09-02 11:47:12,,1
2022-09-02 11:47:19,,1
2022-09-02 11:47:28,,1
2022-09-02 11:47:33,1,
2022-09-02 11:47:33,1,
2022-09-02 11:47:34,,1
2022-09-02 11:47:36,1,
2022-09-02 11:47:47,,1
2022-09-02 11:47:54,1,
2022-09-02 11:47:55,,1
2022-09-02 11:48:09,1,
2022-09-02 11:48:10,1,
2022-09-02 11:48:19,,1
2022-09-02 11:48:22,1,
2022-09-02 11:48:22,1,
2022-09-02 11:48:24,1,
2022-09-02 11:48:37,1,
2022-09-02 11:48:38,1,
2022-09-02 11:48:45,1,
2022-09-02 11:48:46,,1
2022-09-02 11:48:46,1,
2022-09-02 11:48:53,,1
2022-09-02 11:48:53,1,
2022-09-02 11:48:55,,1
2022-09-02 11:49:01,1,
2022-09-02 11:49:01,1,
2022-09-02 11:49:04,,1
2022-09-02 11:49:08,,1
2022-09-02 11:49:10,1,
2022-09-02 11:49:25,1,
2022-09-02 11:49:37,,1
2022-09-02 11:49:58,,1
2022-09-02 11:50:08,1,
2022-09-02 11:50:20,,1
2022-09-02 11:50:22,1,
2022-09-02 11:51:04,,1
2022-09-02 11:51:09,,1
2022-09-02 11:51:10,,1
2022-09-02 11:51:13,1,
2022-09-02 11:51:15,,1
2022-09-02 11:51:16,,1
2022-09-02 11:51:17,,1
2022-09-02 11:51:20,1,
2022-09-02 11:51:35,1,
2022-09-02 11:51:40,1,
2022-09-02 11:51:40,,1
2022-09-02 11:51:57,1,
2022-09-02 11:51:59,,1
2022-09-02 11:52:00,1,
2022-09-02 11:52:03,1,
2022-09-02 11:52:21,1,
2022-09-02 11:52:23,,1
2022-09-02 11:52:24,,1
2022-09-02 11:52:24,,1
2022-09-02 11:52:27,,1
2022-09-02 11:52:37,1,
2022-09-02 11:52:53,1,
2022-09-02 11:53:00,,1
2022-09-02 11:53:32,,1
2022-09-02 11:53:32,1,
2022-09-02 11:53:33,1,
2022-09-02 11:53:35,1,
2022-09-02 11:53:35,,1
2022-09-02 11:53:37,,1
2022-09-02 11:53:38,,1
2022-09-02 11:53:40,1,
2022-09-02 11:53:43,1,
2022-09-02 11:53:48,1,
2022-09-02 11:53:52,,1
2022-09-02 11:53:52,,1
2022-09-02 11:54:05,1,
2022-09-02 11:54:11,1,
2022-09-02 11:54:18,,1
2022-09-02 11:54:24,,1
2022-09-02 11:54:38,,1
2022-09-02 11:54:38,1,
2022-09-02 11:54:39,1,
2022-09-02 11:54:41,1,
2022-09-02 11:54:45,1,
2022-09-02 11:54:46,1,
2022-09-02 11:54:48,1,
2022-09-02 11:54:52,1,
2022-09-02 11:55:03,,1
2022-09-02 11:55:06,1,
2022-09-02 11:55:10,1,
2022-09-02 11:55:17,,1
2022-09-02 11:55:18,,1
2022-09-02 11:55:22,,1
2022-09-02 11:55:34,,1
2022-09-02 11:55:35,,1
2022-09-02 11:55:53,1,
2022-09-02 11:55:53,,1
2022-09-02 11:55:54,,1
2022-09-02 11:56:03,,1
2022-09-02 11:56:05,,1
2022-09-02 11:56:06,1,
2022-09-02 11:56:17,,1
2022-09-02 11:56:26,1,
2022-09-02 11:56:27,1,
2022-09-02 11:56:29,,1
2022-09-02 11:56:33,1,
2022-09-02 11:56:36,1,
2022-09-02 11:56:45,,1
2022-09-02 11:56:52,,1
2022-09-02 11:57:04,1,
2022-09-02 11:57:05,1,
2022-09-02 11:57:09,1,
2022-09-02 11:57:14,,1
2022-09-02 11:57:22,,1
2022-09-02 11:57:28,,1
2022-09-02 11:57:28,,1
2022-09-02 11:57:36,1,
2022-09-02 11:57:37,1,
2022-09-02 11:57:49,,1
2022-09-02 11:57:55,1,
2022-09-02 11:57:55,1,
2022-09-02 11:57:57,,1
2022-09-02 11:58:13,1,
2022-09-02 11:58:13,1,
2022-09-02 11:58:16,1,
2022-09-02 11:58:18,,1
2022-09-02 11:58:26,,1
2022-09-02 11:58:34,1,
2022-09-02 11:58:36,,1
2022-09-02 11:58:38,,1
2022-09-02 11:58:43,1,
2022-09-02 11:59:08,,1
2022-09-02 11:59:09,,1
2022-09-02 11:59:10,,1
2022-09-02 11:59:10,1,
2022-09-02 11:59:13,1,
2022-09-02 11:59:15,1,
2022-09-02 11:59:30,1,
2022-09-02 11:59:37,1,
2022-09-02 11:59:38,,1
2022-09-02 11:59:38,,1
2022-09-02 11:59:39,,1
2022-09-02 11:59:39,,1
2022-09-02 11:59:44,1,
2022-09-02 11:59:46,,1
2022-09-02 11:59:46,,1
2022-09-02 11:59:47,,1
2022-09-02 11:59:54,1,
2022-09-02 11:59:58,,1
2022-09-02 12:00:00,,1
2022-09-02 12:00:02,,1
2022-09-02 12:00:27,,1
2022-09-02 12:00:28,,1
2022-09-02 12:00:40,1,
2022-09-02 12:00:41,,1
2022-09-02 12:00:42,1,
2022-09-02 12:00:44,1,
2022-09-02 12:00:58,,1
2022-09-02 12:01:01,1,
2022-09-02 12:01:06,1,
2022-09-02 12:01:21,,1
